filename,overall,text_edit,text_edit_ned,reading_order,reading_order_ned,table_teds,table_teds_s,formula_cdm
eval_split/fail/processed_00_documents_eval/2c7c/85ae8de0456f29639a02f2c64012420f5f7e-7/85ae8de0456f29639a02f2c64012420f5f7e-7.md,0.9508,0.8876,0.1124,0.8876,0.1124,1.0,0.9789,1.0
eval_split/fail/processed_00_documents_eval/2c7c/85ae8de0456f29639a02f2c64012420f5f7e-8/85ae8de0456f29639a02f2c64012420f5f7e-8.md,0.979,0.9475,0.0525,0.9475,0.0525,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/2c7e/b9a3bab6f4c9897dd051993321a75d83bcc9-1/b9a3bab6f4c9897dd051993321a75d83bcc9-1.md,0.7052,0.5106,0.4894,0.5106,0.4894,0.9485,0.5561,1.0
eval_split/fail/processed_00_documents_eval/2d93/72e7afcb113e49363d6fd8fe2aa43d3e7364-16/72e7afcb113e49363d6fd8fe2aa43d3e7364-16.md,0.7559,0.3927,0.6073,0.3927,0.6073,1.0,0.9941,1.0
eval_split/fail/processed_00_documents_eval/2d93/72e7afcb113e49363d6fd8fe2aa43d3e7364-17/72e7afcb113e49363d6fd8fe2aa43d3e7364-17.md,0.9718,0.9325,0.0675,0.9325,0.0675,1.0,1.0,0.9938
eval_split/fail/processed_00_documents_eval/2e36/529c0e36ceb9881d6f2fbf9e86f8f3d99553-10/529c0e36ceb9881d6f2fbf9e86f8f3d99553-10.md,0.983,0.9576,0.0424,0.9576,0.0424,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/2ee0/d04bc71abd5f92c6e3bf1d72ba3f04b9dddb-3/d04bc71abd5f92c6e3bf1d72ba3f04b9dddb-3.md,0.6908,0.8161,0.1839,0.8064,0.1936,1.0,0.8314,0.0
eval_split/fail/processed_00_documents_eval/2ee0/d04bc71abd5f92c6e3bf1d72ba3f04b9dddb-5/d04bc71abd5f92c6e3bf1d72ba3f04b9dddb-5.md,0.7482,0.3714,0.6286,0.3714,0.6286,1.0,0.9985,1.0
eval_split/fail/processed_00_documents_eval/2ee0/d04bc71abd5f92c6e3bf1d72ba3f04b9dddb-6/d04bc71abd5f92c6e3bf1d72ba3f04b9dddb-6.md,0.7929,0.538,0.462,0.538,0.462,0.9445,0.9438,1.0
eval_split/fail/processed_00_documents_eval/2eef/968c28dac8b9edefa69276be2c0268f5c1bf-1/968c28dac8b9edefa69276be2c0268f5c1bf-1.md,0.2,0.0,1.0,0.0,1.0,0.0,0.0,1.0
eval_split/fail/processed_00_documents_eval/301a/4279eb95686d90eff41110b9720cb53304d0-25/4279eb95686d90eff41110b9720cb53304d0-25.md,0.8257,0.736,0.264,0.736,0.264,0.8282,0.8282,1.0
eval_split/fail/processed_00_documents_eval/30c3/fc1826e230047b36cad79a7bd63296dd3591-1/fc1826e230047b36cad79a7bd63296dd3591-1.md,0.9549,0.8873,0.1127,0.8873,0.1127,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/30d2/90881f610f14dd10f73a036c5c30762c5814-1/90881f610f14dd10f73a036c5c30762c5814-1.md,0.9308,0.8271,0.1729,0.8271,0.1729,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/3465/69cfda07ee3b22dcd97df06f44b767b9127e-1/69cfda07ee3b22dcd97df06f44b767b9127e-1.md,0.8971,0.7428,0.2572,0.7428,0.2572,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/3465/69cfda07ee3b22dcd97df06f44b767b9127e-2/69cfda07ee3b22dcd97df06f44b767b9127e-2.md,0.9205,0.8012,0.1988,0.8012,0.1988,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/3489/dfefa5cae8d7389f264f30628a11a5993e29-1/dfefa5cae8d7389f264f30628a11a5993e29-1.md,0.9014,0.7536,0.2464,0.7536,0.2464,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/34e6/de6b9c2242fe22a4a80438a3b92caa9f0ed3-1/de6b9c2242fe22a4a80438a3b92caa9f0ed3-1.md,0.8601,0.6493,0.3507,0.6511,0.3489,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/3563/9b84c9f46cf886987dba1cee51078b7098df-2/9b84c9f46cf886987dba1cee51078b7098df-2.md,0.9553,0.8881,0.1119,0.8881,0.1119,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/35c4/635ad9c58f846d822f6a9ffbfef242f4344c-1/635ad9c58f846d822f6a9ffbfef242f4344c-1.md,0.9359,0.8396,0.1604,0.8396,0.1604,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/3793/1e2826f5d572ae2249080383652aac2060f4-4/1e2826f5d572ae2249080383652aac2060f4-4.md,0.9892,0.9729,0.0271,0.9729,0.0271,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/38a0/5f1430018686fe1b9005fe5ffdefb0caa5bf-5/5f1430018686fe1b9005fe5ffdefb0caa5bf-5.md,0.9102,0.7756,0.2244,0.7756,0.2244,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/3a3a/23d996db52315a6336a33c6ba65654c442c0-1/23d996db52315a6336a33c6ba65654c442c0-1.md,0.8541,0.6352,0.3648,0.6352,0.3648,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/3a42/63029df5d1216ad16c77c7c3543489656828-12/63029df5d1216ad16c77c7c3543489656828-12.md,0.8596,0.725,0.275,0.725,0.275,0.9539,0.8944,1.0
eval_split/fail/processed_00_documents_eval/3bbd/6227ebe0bae31f5b7d7d44801064c13e7b1f-1/6227ebe0bae31f5b7d7d44801064c13e7b1f-1.md,0.938,0.8451,0.1549,0.8451,0.1549,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/3c1b/cfb3c555afe824df9292b45b1dca2beee901-60/cfb3c555afe824df9292b45b1dca2beee901-60.md,0.9365,0.8412,0.1588,0.8412,0.1588,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/3f6b/3e6102395160432aa23e09871d01a422d8b7-1/3e6102395160432aa23e09871d01a422d8b7-1.md,0.872,0.68,0.32,0.68,0.32,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/3ff4/1131857095bd2034fa309e0ce8dcf8d7a87c-2/1131857095bd2034fa309e0ce8dcf8d7a87c-2.md,0.8919,0.7298,0.2702,0.7298,0.2702,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/41d0/904b50eb3f4b12c6c6f03006002379292390-122/904b50eb3f4b12c6c6f03006002379292390-122.md,0.3956,0.0,1.2461,0.0,1.2461,0.5,0.4778,1.0
eval_split/fail/processed_00_documents_eval/41d0/904b50eb3f4b12c6c6f03006002379292390-157/904b50eb3f4b12c6c6f03006002379292390-157.md,0.5596,0.649,0.351,0.649,0.351,0.25,0.25,1.0
eval_split/fail/processed_00_documents_eval/43ba/b1d886a2b8e5371b39e1e18d9a044ed52bbd-7/b1d886a2b8e5371b39e1e18d9a044ed52bbd-7.md,0.6556,0.1389,0.8611,0.1389,0.8611,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/44ae/79fa32bef66c0ec1cc772584e6a2cdc3382c-2/79fa32bef66c0ec1cc772584e6a2cdc3382c-2.md,0.4989,0.7474,0.2526,0.7474,0.2526,0.0,0.0,1.0
eval_split/fail/processed_00_documents_eval/44ce/8277cbee9471d1bbd7894ea026f03a6f93f1-15/8277cbee9471d1bbd7894ea026f03a6f93f1-15.md,0.9598,0.8995,0.1005,0.8995,0.1005,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/44ec/acd5f1350eb58f9071a064a53baa41367bc3-8/acd5f1350eb58f9071a064a53baa41367bc3-8.md,0.8312,0.6796,0.3204,0.6796,0.3204,0.9334,0.8635,1.0
eval_split/fail/processed_00_documents_eval/4552/682c8a2446b48cf2c49f03cce7f820a9c3ef-2/682c8a2446b48cf2c49f03cce7f820a9c3ef-2.md,0.8836,0.709,0.291,0.709,0.291,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/4634/4f8d74b00a2ec1599b21f9de5c1e87ac60d7-1/4f8d74b00a2ec1599b21f9de5c1e87ac60d7-1.md,0.5068,0.4317,0.5683,0.4317,0.5683,0.7553,0.7553,0.1599
eval_split/fail/processed_00_documents_eval/464d/9baf6dba5ca45cad9edb5e88619c7d34e513-2/9baf6dba5ca45cad9edb5e88619c7d34e513-2.md,0.4795,0.1983,0.8017,0.1983,0.8017,0.5004,0.5004,1.0
eval_split/fail/processed_00_documents_eval/464d/9baf6dba5ca45cad9edb5e88619c7d34e513-3/9baf6dba5ca45cad9edb5e88619c7d34e513-3.md,0.9191,0.7978,0.2022,0.7978,0.2022,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/467d/1d428b7f065e87aac0064c41a5067359c8c4-3/1d428b7f065e87aac0064c41a5067359c8c4-3.md,0.9479,0.8713,0.1287,0.8713,0.1287,1.0,0.997,1.0
eval_split/fail/processed_00_documents_eval/481a/4f3b6d61ecf5670250c49ca8137aa1748ae0-18/4f3b6d61ecf5670250c49ca8137aa1748ae0-18.md,0.83,0.8434,0.1566,0.8434,0.1566,0.7316,0.7316,1.0
eval_split/fail/processed_00_documents_eval/4a75/2e427f49c2efcbaea1fec85c1fb972b75884-47/2e427f49c2efcbaea1fec85c1fb972b75884-47.md,0.8722,0.6805,0.3195,0.6805,0.3195,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/4c7c/44ceb12d4eeb6d4922de85dcf4b0f54e6879-4/44ceb12d4eeb6d4922de85dcf4b0f54e6879-4.md,0.3214,0.3035,0.6965,0.3035,0.6965,0.0,0.0,1.0
eval_split/fail/processed_00_documents_eval/4de1/bbaf48e5ba34104ba35b30580072dc4504a1-1/bbaf48e5ba34104ba35b30580072dc4504a1-1.md,0.5469,0.8672,0.1328,0.8672,0.1328,0.0,0.0,1.0
eval_split/fail/processed_00_documents_eval/4eca/48903baf47bc6aabd07a5e743c6a0b4aad78-2/48903baf47bc6aabd07a5e743c6a0b4aad78-2.md,0.9161,0.7903,0.2097,0.7903,0.2097,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/4f5d/fec4f9451d7ec6991712b4012b6273f73322-2/fec4f9451d7ec6991712b4012b6273f73322-2.md,0.9716,0.9289,0.0711,0.9289,0.0711,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/4f78/515a8d4de088fe43cded787b74f061df19f7-1/515a8d4de088fe43cded787b74f061df19f7-1.md,0.8045,0.5113,0.4887,0.5113,0.4887,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/526a/07dda0cdd0296e750b6577f850f5b7828520-1/07dda0cdd0296e750b6577f850f5b7828520-1.md,0.3197,0.0597,0.9403,0.0597,0.9403,0.2397,0.2397,1.0
eval_split/fail/processed_00_documents_eval/52b6/a22e645fc7d6b8845d9b5bd45539fe0606de-1/a22e645fc7d6b8845d9b5bd45539fe0606de-1.md,0.4399,0.5989,0.4011,0.6006,0.3994,0.0,0.0,1.0
eval_split/fail/processed_00_documents_eval/5778/f9aec7657b8acddefa1f2edbc08cadc215ef-1/f9aec7657b8acddefa1f2edbc08cadc215ef-1.md,0.9094,0.7735,0.2265,0.7735,0.2265,1.0,1.0,1.0
